"","imdb_title_id","title","original_title","year","date_published","genre","duration","country","language","director","writer","production_company","actors","description","avg_vote","votes","budget","usa_gross_income","worlwide_gross_income","metascore","reviews_from_users","reviews_from_critics"
"59414","tt1560985","L'altra faccia del diavolo","The Devil Inside","2012","2012-03-16","Horror",83,"USA","English, German, Italian","William Brent Bell","William Brent Bell, Matthew Peterman","Insurge Pictures","Fernanda Andrade, Simon Quarterman, Evan Helmuth, Ionut Grama, Suzan Crowley, Bonnie Morgan, Brian Johnson, Jeff Victoroff, Pamela Davis, John Prosky, Claudiu Istodor, Toma Danila, Claudiu Trandafir, Maria Junghetu, Ilinca Harnut","In Italy, a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother, who allegedly murdered three people during her own exorcism.","4,2",34548,"$ 1000000","$ 53261944","$ 101758490",18,308,231
"59498","tt1568911","War Horse","War Horse","2011","2012-02-17","Action",146,"USA, India","English, German","Steven Spielberg","Lee Hall, Richard Curtis","DreamWorks","Jeremy Irvine, Peter Mullan, Emily Watson, Niels Arestrup, David Thewlis, Tom Hiddleston, Benedict Cumberbatch, Celine Buckens, Toby Kebbell, Patrick Kennedy, Leonard Carow, David Kross, Matt Milne, Robert Emms, Eddie Marsan","Young Albert enlists to serve in World War I after his beloved horse is sold to the cavalry. Albert's hopeful journey takes him out of England and to the front lines as the war rages on.","7,2",144320,"$ 66000000","$ 79884879","$ 177584879",72,546,406
"59813","tt1596350","Una spia non basta","This Means War","2012","2012-04-20","Action",103,"USA","English, German, Japanese, Serbian","McG","Timothy Dowling, Simon Kinberg","Overbrook Entertainment","Reese Witherspoon, Chris Pine, Tom Hardy, Til Schweiger, Chelsea Handler, John Paul Ruttan, Abigail Spencer, Angela Bassett, Rosemary Harris, George Touliatos, Clint Carleton, Warren Christie, Leela Savasta, Natassia Malthe, Laura Vandervoort","C.I.A. operatives wage an epic battle on each other when they discover they are dating the same woman.","6,3",173788,"$ 65000000","$ 54760791","$ 156491279",31,267,248
"59922","tt1605783","Midnight in Paris","Midnight in Paris","2011","2011-12-02","Comedy",96,"Spain, USA, France","English, French, Spanish, German","Woody Allen","Woody Allen","Mediapro","Owen Wilson, Rachel McAdams, Kurt Fuller, Mimi Kennedy, Michael Sheen, Nina Arianda, Carla Bruni, Maurice Sonnenberg, Thierry Hancisse, Guillaume Gouix, Audrey Fleurot, Marie-Sohna Condé, Yves Heck, Alison Pill, Tom Hiddleston","While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.","7,7",380128,"$ 17000000","$ 56817045","$ 153959590",81,626,528
"60117","tt1622547","30 Minutes or Less","30 Minutes or Less","2011","2011-10-21","Action",83,"USA","English, German, Spanish","Ruben Fleischer","Michael Diliberti, Michael Diliberti","Columbia Pictures","Jesse Eisenberg, Danny McBride, Aziz Ansari, Nick Swardson, Dilshad Vadsaria, Michael Peña, Bianca Kajlich, Fred Ward, Sam Johnston, Jack Foley, Elizabeth Shapiro, Brett Gelman, Paul Tierney, Staci Lynn Fletcher, Gary Brichetto","Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and inform him that he has mere hours to rob a bank or else...","6,1",92398,"$ 28000000","$ 37053924","$ 40662632",49,146,226
"60180","tt1629716","Nydenion","Nydenion","2010","2011-04-28","Sci-Fi",89,"Germany","German","Jack Moik","Jack Moik, Marcus Grebe","Magna Mana FX","Jack Moik, Annette Schmiedel, Marcos Koutelas, Stephanie Dal Canton, Andreas Arens, Axel Mertes, Axel Loh, Andreas Konzack, Manuel Francescon, Hank Rozema, Benjamin Goetzky, Marcus Grebe, Anikke Wittko, Richard van Weyden, Mark Dauth","Over the course of centuries the early colonies have evolved into giant empires, battling for supremacy. In the last 75 years, the death toll has risen to the billions. Rick Walker, former ...","3,9",280,"$ 4000000","","",NA,6,5
"60228","tt1634122","Johnny English - La rinascita","Johnny English Reborn","2011","2011-10-28","Action",101,"UK, France, USA","English, Mandarin, Swiss German, Cantonese, Russian","Oliver Parker","Hamish McColl, William Davies","Universal Pictures","Roger Barclay, Eric Carte, Rowan Atkinson, Togo Igawa, Eleanor Wyld, Mandi Sidhu, Margaret Clunie, Gillian Anderson, Rosamund Pike, Dominic West, Tim McInnerny, Mariella Frostrup, Daniel Kaluuya, Miles Jupp, Pik Sen Lim","Johnny English goes up against international assassins hunting down Chinese Premier Xiang Ping.","6,3",117884,"$ 45000000","$ 8305970","$ 160078586",46,182,162
"60271","tt1638355","Operazione U.N.C.L.E.","The Man from U.N.C.L.E.","2015","2015-09-02","Action",116,"USA, UK","English, Russian, German, Italian","Guy Ritchie","Guy Ritchie, Lionel Wigram","Warner Bros.","Henry Cavill, Armie Hammer, Alicia Vikander, Elizabeth Debicki, Luca Calvani, Sylvester Groth, Hugh Grant, Jared Harris, Christian Berkel, Misha Kuznetsov, Guy Williams, Marianna Di Martino, Julian Michael Deuster, Andrea Cagliesi, Riccardo Calvanese","In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.","7,3",262622,"$ 75000000","$ 45445109","$ 107045109",56,491,383
"60327","tt1642665","Urban Explorer","Urban Explorer","2011","2011-10-20","Horror",94,"Germany","English, German","Andy Fetscher","Martin Thau","Papermoon Films","Nathalie Kelley, Nick Eversman, Klaus Stiglmeier, Max Riemelt, Catherine De Léan, Brenda Koo, Adolfo Assor, Johannes Klaußner, Andreas Wisniewski","When a group of urban explorers venture beneath Berlin, their guide hurts himself and the group must struggle to escape the subterranean maze beneath the city.","5,2",2705,"$ 3000000","","$ 186276",NA,33,66
"60487","tt1655461","Wild Oats","Wild Oats","2016","2017-06-03","Action",86,"Germany, USA","English, Spanish, German","Andy Tennant","Claudia Myers, Gary Kanew","Wild Pictures","Shirley MacLaine, Jessica Lange, Demi Moore, Ptolemy Slocum, Colin Walker, Robert Collier, Geraldine Singer, Susan Parker, Vincent De Paul, Rachel Deacon, Lynne Ashe, Ben Temple, Marnee Carpenter, Morgan Deare, Chad Gall","Everything changes for Eva when she receives a life insurance check accidentally made out for five million dollars instead of the expected fifty thousand dollars. She and her best friend take the money and head out for the adventure of a lifetime.","5,7",3292,"$ 10000000","$ 40598","$ 247949",NA,34,20
"60598","tt1666186","Mordimi","Vampires Suck","2010","2010-09-17","Comedy",82,"USA","English, German","Jason Friedberg, Aaron Seltzer","Jason Friedberg, Aaron Seltzer","Regency Enterprises","Jenn Proske, Matt Lanter, Diedrich Bader, Chris Riggi, Ken Jeong, Anneliese van der Pol, David DeLuise, Kelsey Ledgin, Dave Foley, Jeff Witzke, Crista Flanagan, Nick Eversman, Zane Holtz, Stephanie Fischer, Michael Hanson","A spoof of vampire-themed movies. Teenager, Becca finds herself torn between 2 boys. As she and her friends wrestle with a number of different dramas, everything comes to a head at their prom.","3,4",46018,"$ 20000000","$ 36661504","$ 80547866",18,200,121
"61074","tt1706414","Kray","Kray","2010","2010-09-23","Adventure",124,"Russia","Russian, German","Aleksey Uchitel","Aleksandr Gonorovskiy, Aleksandr Gonorovskiy","Channel One Russia","Vladimir Mashkov, Anjorka Strechel, Yuliya Peresild, Sergey Garmash, Aleksey Gorbunov, Vyacheslav Krikunov, Aleksandr Bashirov, Evgeniy Tkachuk, Vladas Bagdonas, Anna Ukolova, Ruben Karapetyan, Vadim Yakovlev, Axel Schrick, Timm Sebastian Peltner, Boris Lapidus","In 1945, Soviet war hero Ignat is sent to work as a locomotive mechanic in a Siberian labor camp where he meets an assortment of Germans and Russians.","6,5",2849,"$ 11000000","","$ 5380142",NA,16,25
"61081","tt1706620","Snowpiercer","Snowpiercer","2013","2014-02-27","Action",126,"South Korea, Czech Republic","English, Korean, French, Japanese, Czech, German","Bong Joon Ho","Jacques Lob, Benjamin Legrand","SnowPiercer","Chris Evans, Kang-ho Song, Ed Harris, John Hurt, Tilda Swinton, Jamie Bell, Octavia Spencer, Ewen Bremner, Ko Asung, Alison Pill, Luke Pasqualino, Vlad Ivanov, Adnan Haskovic, Emma Levie, Steve Park","In a future where a failed climate-change experiment has killed all life except for the lucky few who boarded the Snowpiercer, a train that travels around the globe, a new class system emerges.","7,1",307353,"$ 39200000","$ 4563650","$ 86758912",84,920,490
"61142","tt1712170","Alex Cross - La memoria del killer","Alex Cross","2012","2013-07-18","Action",101,"USA, France","English, German","Rob Cohen","Marc Moss, Kerry Williamson","Block / Hanson","Tyler Perry, Edward Burns, Matthew Fox, Jean Reno, Carmen Ejogo, Cicely Tyson, Rachel Nichols, John C. McGinley, Werner Daehn, Yara Shahidi, Sayeed Shahidi, Bonnie Bentley, Stephany Jacobsen, Giancarlo Esposito, Chad Lindberg","A homicide detective is pushed to the brink of his moral and physical limits as he tangles with a ferociously skilled hired killer who specializes in torture and pain.","5,1",31958,"$ 35000000","$ 25888412","$ 34618867",30,167,209
"61277","tt1722450","Neadekvatnye lyudi","Neadekvatnye lyudi","2010","2011-01-13","Comedy",106,"Russia","Russian, German","Roman Karimov","Roman Karimov","Cinema Prime Film","Ilya Lyubimov, Ingrid Olerinskaya, Evgeniy Tsyganov, Yuliya Takshina, Artyom Dushkin, Polina Iosilevich, Marina Zaytseva, Anastasiya Fedorkova, Nazar As-Samarray, Anna Glaube, Roman Karimov, Olga Rudenko, Anton Toroptsev, Natalya Shchesnyak, Aleksandra Shchesnyak","Adequacy is relative. Vitalik, the main character of the movie, seems to be pretty normal. With a respectable office job, a comfy little dwelling and a personal couch doctor, Vitalik looks ...","7,4",3904,"$ 100000","","$ 638726",NA,8,15
"61279","tt1722484","Tom Sawyer","Tom Sawyer","2011","2011-11-17","Adventure",109,"Germany, Romania","German","Hermine Huntgeburth","Sascha Arango, Mark Twain","Neue Schönhauser Filmproduktion","Louis Hofmann, Leon Seidel, Heike Makatsch, Benno Fürmann, Joachim Król, Peter Lohmeyer, Hinnerk Schönemann, Sylvester Groth, Thomas Schmauser, Adnan Maral, Andreas Warmbrunn, Magali Greif, Henri Werner, Marvin Jaacks, Emilie Hedderich","Tom Sawyer and his pal Huckleberry Finn have great adventures on the Mississippi River, pretending to be pirates, attending their own funeral and witnessing a murder.","6,2",742,"$ 8500000","","$ 2963639",NA,2,16
"61407","tt1730768","La signora dello zoo di Varsavia","The Zookeeper's Wife","2017","2017-11-16","Biography",127,"Czech Republic, UK, USA","English, German, Hebrew","Niki Caro","Angela Workman, Diane Ackerman","Scion Films","Jessica Chastain, Johan Heldenbergh, Daniel Brühl, Timothy Radford, Efrat Dor, Iddo Goldberg, Shira Haas, Michael McElhatton, Val Maloku, Martha Issová, Daniel Ratimorský, Frederick Preston, Theo Preston, Viktoria Zakharyanova, Goran Kostic","Keepers of the Warsaw Zoo, Antonina and Jan Zabinski, must save hundreds of people and animals during the Nazi invasion in WWII Poland.","7",37379,"$ 20000000","$ 17571660","$ 26152835",57,98,151
"62393","tt1829012","Passion","Passion","2012","2013-02-13","Drama",102,"France, Germany","English, German","Brian De Palma","Brian De Palma, Natalie Carter","SBS Productions","Rachel McAdams, Noomi Rapace, Karoline Herfurth, Paul Anderson, Dominic Raacke, Rainer Bock, Benjamin Sadler, Michael Rotschopf, Max Urlacher, Jörg Pintsch, Trystan Pütter, Patrick Heyn, Carlo Castro, Melissa Holroyd, Ian T. Dickinson","The rivalry between the manipulative boss of an advertising agency and her talented protégée escalates from stealing credit to public humiliation to murder.","5,3",21226,"$ 20000000","$ 92181","$ 713616",53,110,211
"62462","tt1836202","Das Wochenende","Das Wochenende","2012","2013-04-11","Drama",98,"Germany","German","Nina Grosse","Nina Grosse, Bernhard Schlink","UFA Fiction","Sebastian Koch, Sylvester Groth, Katja Riemann, Tobias Moretti, Barbara Auer, Robert Gwisdek, Elisa Schlott, David Bredin, Holger Doellmann, Ulrike von Lenski","After being released from prison, former RAF terrorist Jens Kessler spends his first weekend in freedom with friends from the past; among them are his former lover Inga and her husband. As ...","5,8",226,"$ 5000000","","$ 537038",NA,3,24
"62607","tt1847746","The German Doctor (Wakolda)","Wakolda","2013","2014-05-08","Drama",93,"Argentina, Spain, Norway, France","Spanish, German, Hebrew","Lucía Puenzo","Lucía Puenzo","Historias Cinematograficas Cinemania","Alex Brendemühl, Natalia Oreiro, Diego Peretti, Elena Roger, Guillermo Pfening, Florencia Bado, Alan Daicz, Nicolas Marsella, Ana Pauls, Juan I. Martínez, Carlos Kaspar, Abril Braunstein, Maria V. Barret, Benito E. Crespo, Sebástian Cáneva","The true story of an Argentine family who lived with Josef Mengele without knowing his true identity, and of a girl who fell in love with one of the biggest criminals of all time.","6,7",6474,"$ 2000000","$ 418392","$ 3635718",62,29,93
"62661","tt1853728","Django Unchained","Django Unchained","2012","2013-01-17","Drama",165,"USA","English, German, French, Italian","Quentin Tarantino","Quentin Tarantino","The Weinstein Company","Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson, Walton Goggins, Dennis Christopher, James Remar, David Steen, Dana Gourrier, Nichole Galicia, Laura Cayouette, Ato Essandoh, Sammi Rotibi, Clay Donahue Fontenot","With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.","8,4",1317856,"$ 100000000","$ 162805434","$ 425368238",81,1547,838
"63098","tt1912518","Utomlennye solntsem 2","Utomlennye solntsem 2","2011","2011-05-05","Drama",157,"Russia","Russian, German","Nikita Mikhalkov","Nikita Mikhalkov, Vladimir Moiseenko","Golden Eagle","Nikita Mikhalkov, Nadezhda Mikhalkova, Anna Mikhalkova, Oleg Menshikov, Sergey Makovetskiy, Inna Churikova, Roman Madyanov, Sergey Stepanchenko, Aleksandr Fisenko, Dmitriy Dyuzhev, Andrey Merzlikin, Artur Smolyaninov, Viktoriya Tolstoganova, Vladimir Ilin, Maksim Sukhanov","A bitter story of the time of World War II, which depicts that for the victims of Stalin's repression peaceful life was sometimes even worse than burdens of battlefields against Nazi.","4,1",1829,"$ 45000000","","$ 1625784",NA,10,3
"63506","tt1966566","Stalingrad","Stalingrad","2013","2013-10-10","Action",131,"Russia","Russian, German, Japanese","Fedor Bondarchuk","Vasiliy Grossman, Sergey Snezhkin","Art Pictures Studio","Mariya Smolnikova, Yanina Studilina, Pyotr Fyodorov, Thomas Kretschmann, Sergey Bondarchuk, Dmitriy Lysenkov, Andrey Smolyakov, Aleksey Barabash, Oleg Volku, Heiner Lauterbach, Polina Raykina, Anna von Haebler, Yuriy Nazarov, Mariya Sittel, Petar Zekavica","A group of Russian soldiers fight to hold a strategic building in their devastated city against a ruthless German army, and in the process become deeply connected to two Russian women who have been living there.","5,6",15487,"$ 30000000","$ 1013945","$ 68316452",49,93,88
"63599","tt1979320","Rush","Rush","2013","2013-09-19","Action",123,"UK, Germany, USA","English, German, Italian, French, Spanish","Ron Howard","Peter Morgan","Exclusive Media Group","Chris Hemsworth, Daniel Brühl, Olivia Wilde, Alexandra Maria Lara, Pierfrancesco Favino, David Calder, Natalie Dormer, Stephen Mangan, Christian McKay, Alistair Petrie, Julian Rhind-Tutt, Colin Stinton, Jamie de Courcey, Augusto Dallara, Ilario Calvo","The merciless 1970s rivalry between Formula One rivals","8,1",422909,"$ 38000000","$ 26947624","$ 96983009",74,576,425
"63677","tt1987680","Sempre amici","The Upside","2017","2019-04-01","Comedy",126,"USA","English, German, Italian","Neil Burger","Jon Hartmere, Éric Toledano","Escape Artists","Kevin Hart, Bryan Cranston, Nicole Kidman, Aja Naomi King, Jahi Di'Allo Winston, Genevieve Angelson, Golshifteh Farahani, Tate Donovan, Julianna Margulies, Suzanne Savoy, Michael Quinlan, James Georgiades, Rachel Christopher, Diego Aguirre, Fernando Mateo Jr.","A comedic look at the relationship between a wealthy man with quadriplegia and an unemployed man with a criminal record who's hired to help him.","6,9",42810,"$ 37500000","$ 108252517","$ 125856180",46,776,146
"63784","tt2004432","Wolf Creek 2 - La preda sei tu","Wolf Creek 2","2013","2015-06-10","Action",106,"Australia","English, German","Greg McLean","Greg McLean, Aaron Sterns","Screen Australia","John Jarratt, Ryan Corr, Shannon Ashlyn, Philippe Klaus, Shane Connor, Ben Gerrard, Gerard Kennedy, Annie Byron, Lucy Bayet, Chloé Boreham, Sebastian Freeman, Ryan Clarke, Thomas Green, Marsha Vassilevskaia, Sarah Roberts","The outback once more becomes a place of horror as another unwitting tourist becomes the prey for crazed, serial-killing pig-hunter Mick Taylor.","6,1",17453,"$ 7200000","","$ 4383978",44,114,178
